addressee:identification,four:participants:face:to:face:meetings,0.998423,1
support:vector:machine,features,0.998407,1
unsupervised:learning,morphological:and:syntactic:information,0.998378,1
english,japanese,0.998361,6
unsupervised:learning,syntactic:information,0.998356,1
word:pairs,semantic:distance,0.99833,3
latent:variable,model,0.998329,4
chart:based:phrase:structure:parsing,natural:language,0.998319,1
annotation,tree:bank,0.998312,4
machine:transliteration:back:transliteration,multilingual:speech:and:language:applications,0.998305,4
minimum:bayes:risk:mbr:decoding,statistical:machine:translation,0.998302,1
word:string,lm,0.998293,2
temporal:expressions,genre,0.998288,3
paraphrasing:method,precision,0.998284,2
utterances,spontaneous:speech,0.99827,3
english:japanese,word:segmentation:problem,0.998248,3
bayesian:learning,speech:recognition,0.998226,1
word:sketch:engine,statistical:parameters,0.998217,3
lexicalized:grammar,domain,0.998203,1
word:sense:disambiguation,translation:quality,0.998201,2
text:mining:method,distributional:hypothesis,0.998172,1
word:senses,words:with:multiple:meanings,0.998142,3
transfer:approach,mt,0.998105,1
programming:language,logic,0.998097,1
phrase:based:unigram:model,statistical:machine:translation,0.998093,1
decoding,dynamic:programming,0.998089,1
systemic:grammar,ai:text:generation,0.998065,1
manually:segmented:corpus,language,0.998062,3
morpheme:sequence,input,0.998014,3
word:alignment,log:linear:models,0.99801,1
method,baseline,0.997968,6
turkish,agglutinative:language,0.997901,3
referential:information,machine:translation:outputs,0.99788,2
restricted:subset,english,0.997856,4
likelihood,variable,0.997849,3
stemming:model,statistical:machine:translation,0.997846,1
french,test:language,0.9978,1
translation,english,0.997792,1
grammatical:number,english,0.997744,4
qualitative:spatial:constraints,text,0.997729,4
transition:graphs,deterministic:finite:automaton,0.997723,4
evaluation:measures,word:dependent:substitution:costs,0.997717,2
machine:translation,formalism,0.997708,1
standalone:system,unannotated:text,0.997694,1
words,frequency:classes,0.997688,3
co:occurrence:similarities,terms,0.997651,3
referring:expressions,objects,0.997633,1
meaning,text,0.997619,3
information,english,0.997609,3
word:string,performance,0.99757,2
regular:languages,formal:intersections:of:fsas,0.997544,3
natural:language:understanding,machine:translation,0.99753,1
gene:and:protein:interactions,biomedical:text,0.997475,4
automatic:extraction,printed:text,0.997466,1
unification:categorial:grammar:ucg,machine:translation,0.99746,1
english,grammatical:sentences,0.997431,4
context,polysemous:word,0.997364,3
graph,translation:hypotheses,0.997278,4
translation,word:sense:disambiguation,0.997256,1
combination:methods,predominant:senses,0.997228,1
wordnet,semantically:related:words,0.997209,4
translation,words,0.997208,3
knowledge,text,0.997167,4
local:structure,coherent:text,0.997138,3
sense:resolution,wordnet,0.997119,1
segmentation,mt,0.997107,1
text,corpus,0.997083,1
text:processors,audio:and:scanned:image:data,0.997079,6
frequency:profiles,parallel:concordances,0.996992,3
wordnet,semantic:distance,0.996941,1
expletive:occurrences,pronoun,0.996826,3
resource:frugal:approach,agreement,0.996821,2
word,senses,0.996716,3
senses,word,0.996716,3
english:chinese:bitexts,web,0.99661,4
raw:text,french,0.996517,3
significance,words,0.996237,3
parsing,pcfg:la,0.996063,1
frequency:counts,word:n:grams,0.995685,3
dialog:management:system,construct:algebra,0.995416,1
purposes,intentional:structure,0.995166,3
linguistic:parser:generator,lfg,0.995075,1
psycholinguistic:literature,syntactic:priming,0.994961,5
text,web,0.994945,4
model,world,0.994909,3
definitions,analysis:mechanism,0.993603,5
transliteration,corpus,0.990735,4
weights,query:terms,0.988393,3
weights,lexical:translations,0.988099,3
corpus:based:supervised:word:sense:disambiguation:wsd:system,dutch,0.987771,1
temporal:relations,segments,0.985061,3
robustness,linguistic:processing,0.908406,3
equivalence,formalisms,0.245554,3
meaning,tenses,0.151875,3
meaning,tenses,0.151875,3
plume,syntactic:coverage,0.139054,2
discourse:relations,clauses,0.086152,3
events,event:terms,0.066553,3
events,sentence,0.065761,4
large:czech:mwe:database,mwes,0.054667,4
edges,semantic,0.021178,3
data:representation,chunking,0.016403,1
constraint,word:sense:disambiguation:algorithm,-0.582332,1
